date,DJI,DJT,SPX
1992-01-02,3172.39990234375,1342.0999755859375,417.260009765625
1992-01-03,3201.5,1350.699951171875,419.3399963378906
1992-01-06,3200.10009765625,1365.5,417.9599914550781
1992-01-07,3204.800048828125,1383,417.3999938964844
1992-01-08,3203.89990234375,1380.4000244140625,418.1000061035156
1992-01-09,3209.5,1367.5,417.6099853515625
1992-01-10,3199.5,1351.800048828125,415.1000061035156
1992-01-13,3185.60009765625,1364.199951171875,414.3399963378906
1992-01-14,3246.199951171875,1387.300048828125,420.44000244140625
1992-01-15,3258.5,1431.4000244140625,420.7699890136719
1992-01-16,3249.60009765625,1445.800048828125,418.2099914550781
1992-01-17,3265,1421.9000244140625,418.8599853515625
1992-01-20,3254,1411.4000244140625,416.3599853515625
1992-01-21,3223.39990234375,1391.0999755859375,412.6400146484375
1992-01-22,3255.800048828125,1407.0999755859375,418.1300048828125
1992-01-23,3226.699951171875,1384.699951171875,414.9599914550781
1992-01-24,3232.800048828125,1362.300048828125,415.4800109863281
1992-01-27,3240.60009765625,1356.300048828125,414.989990234375
1992-01-28,3272.10009765625,1356.300048828125,414.9599914550781
1992-01-29,3225,1348.699951171875,410.3399963378906
1992-01-30,3244.89990234375,1368.300048828125,411.6199951171875
1992-01-31,3223.39990234375,1354.300048828125,408.7799987792969
1992-02-03,3234.10009765625,1362.5,409.5299987792969
1992-02-04,3272.800048828125,1368.300048828125,413.8500061035156
1992-02-05,3257.60009765625,1383.4000244140625,413.8399963378906
1992-02-06,3255.60009765625,1392.199951171875,413.82000732421875
1992-02-07,3225.39990234375,1383.199951171875,411.0899963378906
1992-02-10,3245.10009765625,1388.800048828125,413.7699890136719
1992-02-11,3251.60009765625,1390.300048828125,413.760009765625
1992-02-12,3276.800048828125,1405.5999755859375,417.1300048828125
1992-02-13,3246.699951171875,1386.199951171875,413.69000244140625
1992-02-14,3246,1406.199951171875,412.4800109863281
1992-02-18,3224.699951171875,1420,407.3800048828125
1992-02-19,3230.300048828125,1424.9000244140625,408.260009765625
1992-02-20,3280.60009765625,1467.699951171875,413.8999938964844
1992-02-21,3280.199951171875,1466.9000244140625,411.42999267578125
1992-02-24,3282.39990234375,1451.800048828125,412.2699890136719
1992-02-25,3257.800048828125,1430.0999755859375,410.45001220703125
1992-02-26,3283.300048828125,1443.800048828125,415.3500061035156
1992-02-27,3269.5,1432.199951171875,413.8599853515625
1992-02-28,3267.699951171875,1428.300048828125,412.70001220703125
1992-03-02,3275.300048828125,1443,412.45001220703125
1992-03-03,3290.300048828125,1457.4000244140625,412.8500061035156
1992-03-04,3268.60009765625,1455.699951171875,409.3299865722656
1992-03-05,3241.5,1438,406.510009765625
1992-03-06,3221.60009765625,1413.0999755859375,404.44000244140625
1992-03-09,3215.10009765625,1404.9000244140625,405.2099914550781
1992-03-10,3231,1408.0999755859375,406.8900146484375
1992-03-11,3208.60009765625,1390,404.0299987792969
1992-03-12,3208.60009765625,1393.0999755859375,403.8900146484375
1992-03-13,3235.89990234375,1400.800048828125,405.8399963378906
1992-03-16,3236.39990234375,1395.699951171875,406.3900146484375
1992-03-17,3256,1408.800048828125,409.5799865722656
1992-03-18,3254.300048828125,1401.699951171875,409.1499938964844
1992-03-19,3261.39990234375,1420.800048828125,409.79998779296875
1992-03-20,3276.39990234375,1433.6700439453125,411.29998779296875
1992-03-23,3272.10009765625,1417,409.9100036621094
1992-03-24,3261,1397.0999755859375,408.8800048828125
1992-03-25,3259.39990234375,1390.9000244140625,407.5199890136719
1992-03-26,3267.699951171875,1392,407.8599853515625
1992-03-27,3231.39990234375,1379.699951171875,403.5
1992-03-30,3235.199951171875,1372.4000244140625,403
1992-03-31,3235.5,1383.800048828125,403.69000244140625
